기관명,구,동,요양종별,진료시간(월요일)S,진료시간(월요일)C,진료시간(화요일)S,진료시간(화요일)C,진료시간(수요일)S,진료시간(수요일)C,진료시간(목요일)S,진료시간(목요일)C,진료시간(금요일)S,진료시간(금요일)C,진료시간(토요일)S,진료시간(토요일)C,진료시간(일요일)S,진료시간(일요일)C,진료시간(공휴일)S,진료시간(공휴일)C,경도,위도,전화번호,야간진료여부
민유선산부인과의원,중구,명동2가,의원,930.0,1900.0,930.0,1900.0,930.0,1330.0,930.0,1900.0,930.0,1900.0,930.0,1330.0,1000.0,1900.0,900.0,1600.0,126.983764788709,37.5634574532023,02-773-1456,True
민이비인후과의원,강남구,역삼동,의원,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,1000.0,1500.0,1000.0,1900.0,900.0,1600.0,127.035838830564,37.4996347605088,02-501-2250,True
민전산부인과의원,구로구,개봉동,의원,830.0,2000.0,830.0,1800.0,830.0,2000.0,830.0,1800.0,830.0,2000.0,830.0,1600.0,900.0,1300.0,900.0,1300.0,126.855923298983,37.4970557413924,02-2685-3388,True
민지영산부인과의원,송파구,송파동,의원,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1400.0,900.0,1300.0,900.0,1300.0,127.10961935965,37.5030332505622,02-423-6544,False
민현준내과의원,은평구,녹번동,의원,900.0,1800.0,900.0,1900.0,900.0,1300.0,900.0,1900.0,900.0,1800.0,900.0,1300.0,1000.0,1530.0,900.0,1830.0,126.935407233318,37.602472019451,02-6929-2726,True
바로굿정형외과의원,강북구,수유동,의원,1000.0,1930.0,1000.0,1930.0,1000.0,1930.0,1000.0,1930.0,1000.0,1930.0,900.0,1300.0,930.0,1500.0,930.0,1500.0,127.025051831538,37.6378699051432,02-907-8599,True
바로내과의원,강서구,등촌동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1400.0,1000.0,1600.0,930.0,1500.0,126.853271958466,37.5616001805127,02-3012-8585,True
바로바로의원,도봉구,도봉동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1000.0,1600.0,930.0,1500.0,127.041091414413,37.6710913886587,02-956-8808,False
바로이비인후과의원,중랑구,면목동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,930.0,1530.0,930.0,1530.0,127.088210625453,37.5804345971945,02-2207-8575,True
바로편한정형외과의원,광진구,자양동,의원,900.0,1900.0,900.0,1900.0,900.0,1300.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,930.0,1530.0,930.0,1530.0,127.083201674013,37.5362251419146,02-452-9909,True
바른마음내과의원,강동구,성내동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1400.0,930.0,1400.0,900.0,1400.0,127.135361421877,37.5267222236995,02-476-7553,True
바른메디내과의원,강서구,마곡동,의원,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1400.0,800.0,1700.0,800.0,1700.0,126.833754085705,37.5585410180689,02-2662-7007,True
바른성모신경외과의원,관악구,봉천동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,126.945986146095,37.4822430006847,02-854-8275,True
바른성모정형외과의원,은평구,진관동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1300.0,900.0,1900.0,900.0,1400.0,900.0,1400.0,900.0,1400.0,126.919584718281,37.6348535294175,02-306-7575,True
바른습관유강혜영의원,송파구,삼전동,의원,1000.0,1800.0,1000.0,1800.0,1400.0,1930.0,1000.0,1800.0,1000.0,1800.0,1000.0,1300.0,900.0,1400.0,900.0,1400.0,127.092769576537,37.5069644438398,02-534-2387,True
바른이비인후과의원,서초구,서초동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1230.0,830.0,1630.0,830.0,1700.0,127.015338795915,37.4944625578805,02-537-5050,True
바른정형외과의원,구로구,오류동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1400.0,930.0,1400.0,126.84339219034494,37.49252485274345,02-2060-0075,False
바른정형외과의원,동대문구,이문동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,930.0,1400.0,930.0,1400.0,127.0622397957194,37.60318056112414,02-957-7741,False
바른정형외과의원,은평구,응암동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1300.0,930.0,1400.0,930.0,1400.0,126.917609392344,37.5930153082521,02-376-7575,True
바른키움소아청소년과의원,양천구,목동,의원,1000.0,1800.0,1000.0,1800.0,1300.0,2000.0,1000.0,2000.0,830.0,1730.0,830.0,1400.0,930.0,1600.0,930.0,1600.0,126.87012886832032,37.52555654607149,02-2648-1238,True
바이브성형외과의원,강남구,논현동,의원,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1700.0,900.0,1500.0,900.0,1500.0,127.0247965457982,37.504978846598135,050-71412-4888,True
박경웅마취통증의학과의원,영등포구,당산동4가,의원,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1300.0,830.0,1730.0,830.0,1300.0,900.0,1500.0,900.0,1500.0,126.89842868745264,37.52912521093567,02-2679-4428,False
박근태내과의원,은평구,신사동,의원,840.0,1800.0,840.0,1800.0,840.0,1800.0,840.0,1800.0,840.0,1800.0,840.0,1400.0,900.0,1430.0,900.0,1430.0,126.91105424739966,37.59826657285126,02-385-0066,False
박내과의원,강북구,수유동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1430.0,900.0,1430.0,127.02532505441512,37.638048962634805,02-990-4575,False
박내과의원,성동구,성수동2가,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,900.0,1430.0,900.0,1430.0,127.053399991209,37.54631636578889,02-466-7729,False
박내과의원,중랑구,상봉동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1600.0,900.0,1430.0,900.0,1430.0,127.074144907488,37.5931925050475,02-494-3369,True
박미정성장의원,송파구,잠실동,의원,1300.0,2030.0,1000.0,1800.0,1000.0,1800.0,930.0,1300.0,1000.0,1800.0,830.0,1630.0,900.0,1430.0,930.0,1300.0,127.08718623679724,37.511986119997374,02-416-8275,True
박병권내과의원,마포구,중동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1430.0,930.0,1300.0,126.90375830744291,37.5701295976736,02-306-5533,False
굿모닝정형외과의원,강북구,미아동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1430.0,900.0,1430.0,900.0,1200.0,127.027000082119,37.6258982556346,02-986-8411,True
박병섭내과의원,은평구,갈현동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1700.0,930.0,1230.0,900.0,1800.0,930.0,1300.0,126.91959358771382,37.62346660238005,02-389-6600,False
박병익내과의원,강남구,삼성동,의원,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,930.0,1230.0,900.0,1800.0,930.0,1300.0,127.05746904946383,37.51071813298465,02-3401-1199,False
박상내과의원,광진구,자양동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,830.0,1300.0,900.0,1800.0,930.0,1300.0,127.07538805748904,37.5334290874947,02-458-2727,False
박상수내과의원,마포구,합정동,의원,900.0,1750.0,900.0,1750.0,900.0,1320.0,900.0,1750.0,900.0,1750.0,900.0,1320.0,900.0,1800.0,930.0,1300.0,126.91575899698778,37.5482805881098,02-332-5460,False
박상현소아청소년과의원,성북구,정릉동,의원,900.0,1900.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1900.0,900.0,1300.0,900.0,1800.0,930.0,1300.0,127.01021532639233,37.60735234693362,02-913-5700,True
박상호의원,노원구,중계동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,930.0,1300.0,127.065740831728,37.6434962139665,02-496-9361,False
박석준성모내과의원,영등포구,대림동,의원,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1300.0,830.0,1730.0,830.0,1300.0,900.0,1800.0,930.0,1300.0,126.908451130592,37.4920362690323,02-832-7582,False
박성균소아청소년과의원,서대문구,홍제동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1800.0,930.0,1300.0,126.947730427999,37.5927066918433,02-379-8275,True
박성신의원,관악구,신림동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1200.0,900.0,1800.0,930.0,1300.0,126.927931907461,37.4807396753723,02-866-5714,False
박성휘내과의원,관악구,신림동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1500.0,1000.0,1500.0,126.915674760958,37.4775423516664,02-855-1100,False
박소아과의원,용산구,용산동2가,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1430.0,1000.0,1500.0,1000.0,1500.0,126.985195584494,37.5456304091939,02-777-5945,False
박소아과의원,성동구,옥수동,의원,845.0,1750.0,845.0,1750.0,845.0,1200.0,845.0,1750.0,845.0,1750.0,845.0,1200.0,1000.0,1500.0,1000.0,1500.0,127.010900872837,37.5415625512366,02-2291-9550,False
박소아청소년과의원,강남구,수서동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1000.0,1500.0,1000.0,1500.0,127.086601738647,37.485485349127,02-2226-1223,False
박소아청소년과의원,성북구,보문동5가,의원,900.0,1800.0,900.0,1800.0,900.0,1230.0,900.0,1800.0,900.0,1800.0,900.0,1230.0,1000.0,1500.0,1000.0,1500.0,127.020058234659,37.5835586016915,02-953-7582,False
박수경99이비인후과의원,영등포구,대림동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,900.0,1400.0,1000.0,1500.0,1000.0,1500.0,126.908451130592,37.4920362690323,02-831-9900,True
박신성내과의원,송파구,잠실동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,1000.0,1500.0,1000.0,1500.0,127.084715193777,37.5049982850135,02-412-7582,True
강남경희한의원,동작구,신대방동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,126.908428005132,37.4906941108669,02-874-7075,False
박앤김내과의원,성북구,장위동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1500.0,1000.0,1500.0,127.050871076048,37.61366803011,02-911-2019,False
박영우정형외과의원,강동구,천호동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,1000.0,1500.0,900.0,1300.0,127.133701042361,37.5461931914227,02-484-5754,True
박영준내과의원,마포구,망원동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1500.0,900.0,1300.0,126.904931604469,37.561381158832,02-324-2495,False
박용현내과의원,중랑구,면목동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1300.0,1000.0,1500.0,900.0,1300.0,127.097568272006,37.5902883288454,02-435-8855,True
박원주이비인후과의원,영등포구,신길동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,1000.0,1500.0,900.0,1300.0,126.901914175609,37.5063427806294,02-846-5705,True
박의수소아청소년과의원,도봉구,도봉동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1000.0,1400.0,900.0,1300.0,127.043304550233,37.669923827815,02-956-9393,True
박이비인후과의원,동대문구,전농동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1300.0,1000.0,1500.0,900.0,1300.0,127.057268822936,37.5779860214922,02-2212-0770,False
박자룡이비인후과의원,강남구,도곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0,1000.0,1500.0,900.0,1300.0,127.035883711966,37.4851852937745,02-3463-3546,False
박정수연세의원,서초구,방배동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,1400.0,1800.0,930.0,1800.0,930.0,1300.0,1000.0,1500.0,900.0,1300.0,127.000373876917,37.4778399509735,02-581-3735,False
박정환내과의원,성동구,금호동4가,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1400.0,1000.0,1500.0,900.0,1300.0,127.021307010831,37.5478094719975,02-2282-2030,True
무궁화한의원,은평구,불광동,의원,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1400.0,1200.0,1600.0,900.0,1500.0,126.928663502355,37.6123341513595,02-6954-7333,True
박종수신경외과의원,강동구,명일동,의원,900.0,1900.0,900.0,2100.0,900.0,1900.0,1400.0,2100.0,900.0,1900.0,900.0,1330.0,1000.0,1500.0,900.0,1300.0,127.14335606067,37.5508831819259,02-476-0199,True
박주진산부인과의원,양천구,목동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0,1000.0,1500.0,900.0,1300.0,126.873112535425,37.5252739014686,02-2653-0098,True
박진소아청소년과의원,영등포구,대림동,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,830.0,1130.0,1000.0,1700.0,1000.0,1700.0,126.89946162017,37.4948720878104,02-846-1675,False
박찬문내과의원,관악구,신림동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1500.0,1000.0,1700.0,930.0,1830.0,126.927706356919,37.4842546424879,02-877-0606,True
박찬이비인후과의원,마포구,구수동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1700.0,930.0,1830.0,126.932894608936,37.5477970115354,02-313-5675,True
박찬현내과의원,서초구,양재동,의원,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,1000.0,1700.0,930.0,1830.0,127.047162649909,37.4724519607463,02-572-5944,True
박철수내과의원,구로구,개봉동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1700.0,930.0,1830.0,126.856538739778,37.4882301404849,02-2681-7575,True
박철호내과의원,중랑구,망우동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1700.0,930.0,1830.0,127.100439904769,37.5957598942954,02-2208-1977,True
박태군내과의원,동작구,사당동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,930.0,1900.0,126.969895596347,37.4849352560532,02-3473-3009,True
박현숙소아청소년과의원,노원구,공릉동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,900.0,1300.0,930.0,1900.0,127.074642888423,37.6216318345309,02-974-2025,True
박화영소아청소년과의원,노원구,중계동,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1300.0,930.0,1830.0,127.06428375943,37.6398759609875,02-6225-8275,True
박효대내과의원,종로구,적선동,의원,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,900.0,1400.0,900.0,1300.0,900.0,1300.0,126.972859321085,37.576377886406,02-733-5956,True
반듯한정형외과의원,마포구,동교동,의원,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1400.0,900.0,1730.0,900.0,1800.0,126.923616229663,37.5571306677663,02-333-7588,True
반포성모정형외과의원,서초구,반포동,의원,930.0,1900.0,930.0,1900.0,930.0,1400.0,930.0,1900.0,930.0,1900.0,930.0,1400.0,900.0,1400.0,930.0,1600.0,127.010757906306,37.5025732021787,02-6956-7567,True
반포연세정형외과의원,서초구,잠원동,의원,1000.0,1700.0,1000.0,1700.0,1000.0,1330.0,1000.0,1700.0,1000.0,1700.0,1000.0,1330.0,900.0,1400.0,930.0,1600.0,127.007270897569,37.5072710399738,050-71387-2202,False
반포키즈소아청소년과의원,서초구,잠원동,의원,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,1300.0,900.0,1300.0,900.0,1300.0,127.011935946175,37.5086202759588,02-533-7075,True
발산연세내과의원,강서구,마곡동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1400.0,900.0,1300.0,900.0,1300.0,126.838304106686,37.5600926354663,02-2668-7575,False
발산연세이비인후과의원,강서구,내발산동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,126.838393605308,37.5576945764491,02-2675-7501,False
밝은미래산부인과의원,양천구,신정동,의원,900.0,2000.0,900.0,1800.0,900.0,2000.0,900.0,1800.0,900.0,2000.0,900.0,1600.0,1030.0,1400.0,1030.0,1400.0,126.841861245279,37.5106928402737,02-2687-3555,True
다시봄의원,동작구,흑석동,의원,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1400.0,1600.0,2000.0,930.0,1500.0,126.966284444741,37.5040994188129,02-814-9119,True
밝은소리이비인후과의원,은평구,응암동,의원,900.0,1830.0,900.0,1830.0,915.0,1800.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1400.0,1030.0,1400.0,126.926662375326,37.6010893852841,02-388-2080,True
밝은에스안과의원,중랑구,면목동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1400.0,900.0,1400.0,930.0,1800.0,127.085946151413,37.5877988219951,02-435-0075,True
밝은홍안과의원,은평구,불광동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,900.0,1400.0,930.0,1830.0,126.930091088595,37.6108142265488,02-355-8966,True
방내과의원,도봉구,창동,의원,900.0,1300.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,900.0,1500.0,1030.0,1400.0,127.040485518481,37.6545190409133,02-998-5005,False
방내과의원,강서구,화곡동,의원,900.0,1800.0,900.0,1800.0,1000.0,1900.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,930.0,1800.0,126.838750382592,37.5414945865523,02-2697-7666,True
방실방실소아과의원,송파구,방이동,의원,900.0,1800.0,1400.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,0.0,2400.0,830.0,2400.0,127.118190514199,37.5134197832103,02-417-4900,True
방외과의원,강북구,수유동,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1230.0,900.0,1730.0,900.0,1300.0,0.0,2400.0,830.0,2400.0,127.017947926271,37.63178342094,02-984-1255,True
방이내과의원,송파구,방이동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,930.0,1900.0,900.0,1800.0,900.0,1300.0,0.0,2400.0,830.0,2400.0,127.119525532299,37.5126289804541,02-423-3541,True
방이아산가정의학과의원,송파구,방이동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1230.0,900.0,1800.0,900.0,1300.0,0.0,2400.0,830.0,2400.0,127.116084404313,37.5109332993936,02-424-1005,True
방패한의원,관악구,남현동,의원,900.0,1600.0,900.0,1600.0,900.0,1400.0,900.0,1600.0,900.0,1600.0,1000.0,1300.0,0.0,2400.0,830.0,2400.0,126.987276871611,37.4665469035686,02-524-1730,True
방학서울의원,도봉구,방학동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,0.0,2400.0,830.0,2400.0,127.036344945016,37.6648346469578,02-956-4080,True
배선우내과의원,동작구,신대방동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,1000.0,1600.0,126.907041108146,37.4891633875617,02-848-1188,False
배용표내과의원,강북구,수유동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,1000.0,1600.0,127.017111025257,37.6410176529604,02-999-7543,False
백근욱내과의원,영등포구,대림동,의원,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1830.0,800.0,1700.0,800.0,1230.0,830.0,1600.0,830.0,1600.0,126.899021008362,37.4945695144155,02-843-7582,True
백상기의원,송파구,풍납동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1500.0,1000.0,1500.0,127.117345632021,37.5289079557842,02-484-4377,False
백상정신건강의학과의원,강서구,화곡동,의원,1000.0,1700.0,1000.0,1700.0,900.0,1300.0,1000.0,1700.0,1000.0,1700.0,900.0,1300.0,1000.0,1500.0,1000.0,1500.0,126.854229652711,37.5548319100792,02-2696-0913,False
백설소아과의원,중구,신당동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,930.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1500.0,1000.0,1500.0,127.005706247221,37.5471505540187,02-2256-2288,False
백세내과의원,은평구,대조동,의원,830.0,1800.0,830.0,1800.0,830.0,1300.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,600.0,1300.0,1000.0,1500.0,126.928059191604,37.6100567151863,02-354-1088,False
백소아과의원,노원구,상계동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,700.0,1500.0,700.0,1500.0,127.054950932229,37.6791213093376,02-933-1775,False
백은경내과의원,도봉구,방학동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1400.0,900.0,1300.0,830.0,1800.0,127.043160675894,37.6694684351132,02-6956-9737,False
백합의원,용산구,후암동,의원,900.0,1745.0,900.0,1745.0,900.0,1745.0,900.0,1745.0,900.0,1745.0,900.0,1400.0,900.0,1300.0,900.0,1830.0,126.977457026185,37.5489690080421,02-774-7557,True
밸런스가정의학과의원,영등포구,문래동3가,의원,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1400.0,1000.0,1800.0,1000.0,1800.0,126.895880210522,37.5182396969791,02-2165-8288,True
베스트가정의학과의원,노원구,중계동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1030.0,1700.0,1000.0,1800.0,127.075612445638,37.659577527186,02-936-0075,False
베스트내과의원,구로구,구로동,의원,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1300.0,1300.0,2030.0,1000.0,1800.0,126.884098218095,37.4999880723052,02-562-8656,True
베스트연내과의원,금천구,가산동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1300.0,2030.0,1000.0,1800.0,126.889614189767,37.4745325914718,050-71376-5581,True
베스트원의원,강남구,청담동,의원,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1400.0,1300.0,2030.0,1000.0,1800.0,127.049376884423,37.5189404789391,02-540-2646,True
베스트의원,서대문구,홍은동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1300.0,2030.0,1000.0,1800.0,126.948635967562,37.5994008243308,02-379-3375,True
베일리이비인후과의원,구로구,오류동,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,1300.0,2030.0,930.0,1730.0,126.83824746314,37.4866023608152,02-2060-1525,True
베토벤이비인후과의원,영등포구,당산동6가,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,1400.0,1830.0,830.0,1830.0,900.0,1230.0,1300.0,2030.0,930.0,1730.0,126.903933458671,37.5331572915693,02-2636-7734,True
변우현이비인후과의원,서대문구,홍제동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1200.0,1100.0,1700.0,1100.0,1700.0,126.944447890233,37.5881466226014,02-395-4375,False
별소아청소년과의원,구로구,개봉동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1100.0,1700.0,900.0,1300.0,126.855574487587,37.4920938346959,02-2066-1611,False
별소아청소년과의원,양천구,신정동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,1100.0,1700.0,900.0,1300.0,126.855504942568,37.5132800705293,02-2694-1527,True
별소아청소년과의원,마포구,상암동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1100.0,1700.0,900.0,1300.0,126.893216249483,37.576345413949,02-375-7583,True
별소아청소년과의원,은평구,응암동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,126.932098856535,37.6005343844723,02-353-9125,False
별이비인후과의원,광진구,화양동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1430.0,1100.0,1700.0,900.0,1300.0,127.07085938264,37.5410629132034,02-3409-9788,True
보들아이소아청소년과의원,송파구,가락동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1430.0,930.0,1430.0,127.1117371046308,37.49927704678023,02-6941-1787,False
보라성모이비인후과의원,광진구,구의동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,930.0,1430.0,900.0,1800.0,127.084604778156,37.5426360202952,02-6952-7568,True
보람의원,동작구,신대방동,의원,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1200.0,900.0,1200.0,900.0,1200.0,126.927125524859,37.4949760048804,02-821-0098,False
보스턴은소아청소년과의원,관악구,봉천동,의원,900.0,1900.0,900.0,1900.0,900.0,1300.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,1000.0,1700.0,1000.0,1700.0,126.947285551333,37.4861422511009,02-888-7730,True
